char,label
胰,I-Drug
岛,I-Drug
素,I-Drug
的,O
患,O
者,O
"
",O
术,O
中,O
首,O
选,O
持,B-Method
续,I-Method
静,I-Method
脉,I-Method
泵,I-Method
注,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
。,O
应,B-Disease
激,I-Disease
性,I-Disease
高,I-Disease
血,I-Disease
糖,I-Disease
的,O
患,O
者,O
可,O
选,O
"
",O
择,O
单,B-Method
次,I-Method
或,I-Method
间,I-Method
断,I-Method
静,I-Method
脉,I-Method
推,I-Method
注,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
",",O
如,O
血,B-Test
糖,I-Test
仍,I-Test
高,I-Test
",",O
则,O
予,O
持,B-Method
续,I-Method
泵,I-Method
注,I-Method
。,O
"
",O
通,O
常,O
使,O
用,O
短,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
加,O
入,O
生,O
理,O
盐,O
水,O
",",O
浓,O
度,O
l,O
 ,O
U,O
/,O
m,O
l,O
配,O
泵,O
",",O
参,O
"
",O
照,O
患,O
者,O
的,O
血,B-Test
糖,I-Test
水,I-Test
平,I-Test
、,O
术,B-Drug
前,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
用,I-Drug
量,I-Drug
、,O
手,B-Reason
术,I-Reason
刺,I-Reason
激,I-Reason
大,I-Reason
小,I-Reason
等,O
因,O
素,O
"
",O
来,O
确,O
定,O
胰,B-Drug
岛,I-Drug
素,I-Drug
的,O
用,O
量,O
",",O
密,O
切,O
监,O
测,O
",",O
根,O
据,O
血,B-Test
糖,I-Test
升,O
降,O
适,O
当,O
调,O
整,O
泵,O
"
",O
速,O
",",O
注,O
意,O
个,O
体,O
化,O
给,O
药,O
",",O
避,O
免,O
发,O
生,O
低,B-Disease
血,I-Disease
糖,I-Disease
。,O
胰,B-Drug
岛,I-Drug
素,I-Drug
皮,B-Method
下,I-Method
注,I-Method
射,I-Method
适,O
"
",O
合,O
病,B-Level
情,I-Level
稳,I-Level
定,I-Level
的,O
非,B-Level
重,I-Level
症,I-Level
患,O
者,O
",",O
常,O
用,O
于,O
术,O
前,O
术,O
后,O
过,O
渡,O
;,O
注,O
意,O
避,O
免,O
"
",O
短,O
时,O
问,O
内,O
反,O
复,O
给,O
药,O
造,O
成,O
降,O
糖,O
药,O
效,O
叠,O
加,O
。,O
"
",O
4,O
.,O
严,B-Level
重,I-Level
高,B-Disease
血,I-Disease
糖,I-Disease
可,O
能,O
造,O
成,O
渗,B-Disease
透,I-Disease
性,I-Disease
利,I-Disease
尿,I-Disease
",",O
引,O
起,O
高,B-Disease
渗,I-Disease
性,I-Disease
脱,I-Disease
水,I-Disease
"
",O
和,O
低,B-Disease
钾,I-Disease
血,I-Disease
症,I-Disease
",",O
应,O
注,O
意,O
维,B-Treatment
持,I-Treatment
水,I-Treatment
电,I-Treatment
解,I-Treatment
质,I-Treatment
平,I-Treatment
衡,I-Treatment
。,O
术,O
中,O
由,O
于,O
多,O
数,O
患,O
者,O
"
",O
血,B-Test
糖,I-Test
水,I-Test
平,I-Test
增,B-Level
高,I-Level
",",O
一,O
般,O
输,O
注,O
无,B-Drug
糖,I-Drug
液,I-Drug
体,I-Drug
。,O
术,O
后,O
和,O
过,O
长,O
时,O
间,O
的,O
手,O
术,O
"
",O
当,O
中,O
",",O
为,O
了,O
减,O
少,O
酮,B-Disease
体,I-Disease
合,I-Disease
成,I-Disease
和,O
酸,B-Disease
中,I-Disease
毒,I-Disease
风,O
险,O
",",O
在,O
血,B-Test_Value
糖,I-Test_Value
<,I-Test_Value
2,I-Test_Value
5,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
"
",I-Test_Value
(,I-Test_Value
1,I-Test_Value
3,I-Test_Value
.,I-Test_Value
9,I-Test_Value
 ,I-Test_Value
r,I-Test_Value
e,I-Test_Value
t,I-Test_Value
o,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
的,I-Test_Value
前,O
提,O
下,O
",",O
静,B-Method
脉,I-Method
泵,I-Method
注,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
的,O
同,O
时,O
可,O
泵,B-Method
注,I-Method
加,O
"
",O
入,O
中,O
和,O
比,O
例,O
胰,B-Drug
岛,I-Drug
素,I-Drug
的,O
含,B-Drug
糖,I-Drug
液,I-Drug
体,I-Drug
",",O
根,O
据,O
测,O
得,O
的,O
血,B-Test
糖,I-Test
水,O
平,O
调,O
节,O
泵,O
"
",O
速,O
。,O
胰,B-Drug
岛,I-Drug
素,I-Drug
+,O
糖,O
双,B-Method
泵,I-Method
同,O
时,O
输,B-Method
注,I-Method
有,O
利,O
于,O
减,O
少,O
血,B-Test
糖,I-Test
波,I-Test
动,I-Test
",",O
但,O
可,O
能,O
"
",O
促,O
使,O
钾,O
向,O
细,O
胞,O
内,O
转,O
移,O
",",O
进,O
一,O
步,O
加,O
重,O
低,B-Disease
钾,I-Disease
血,I-Disease
症,I-Disease
。,O
因,O
此,O
",",O
持,B-Method
续,I-Method
静,I-Method
"
",I-Method
脉,I-Method
泵,I-Method
注,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
时,O
应,O
注,O
意,O
监,B-Test
测,I-Test
血,I-Test
钾,I-Test
",",O
可,O
预,O
防,O
性,O
补,O
钾,O
[,O
9,O
],O
。,O
"
",O
低,B-Disease
血,I-Disease
糖,I-Disease
"
",O
1,O
.,O
低,B-Disease
血,I-Disease
糖,I-Disease
的,O
危,O
害,O
超,O
过,O
高,B-Disease
血,I-Disease
糖,I-Disease
。,O
血,B-Test
糖,I-Test
≤,B-Test_Value
5,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
2,I-Test_Value
.,I-Test_Value
8,I-Test_Value
"
",I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
时,O
出,O
现,B-Disease
认,I-Disease
知,I-Disease
功,I-Disease
能,I-Disease
障,I-Disease
碍,I-Disease
",",O
长,O
时,O
间,O
≤,B-Test_Value
4,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
2,I-Test_Value
.,I-Test_Value
2,I-Test_Value
"
",I-Test_Value
r,I-Test_Value
e,I-Test_Value
t,I-Test_Value
o,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
的,O
严,B-Level
重,I-Level
低,B-Disease
血,I-Disease
糖,I-Disease
可,O
造,O
成,O
脑,B-Disease
死,I-Disease
亡,I-Disease
。,O
发,O
生,O
一,O
次,O
低,B-Disease
血,I-Disease
糖,I-Disease
围,B-Disease
"
",I-Disease
术,I-Disease
期,I-Disease
死,I-Disease
亡,I-Disease
率,O
即,O
可,O
增,O
加,O
。,O
"
",O
2,O
.,O
低,B-Disease
血,I-Disease
糖,I-Disease
重,O
在,O
预,O
防,O
和,O
及,O
时,O
发,O
现,O
。,O
衰,B-Reason
弱,I-Reason
、,O
严,B-Level
重,I-Level
感,B-Reason
染,I-Reason
、,O
肝,B-Reason
肾,I-Reason
"
",I-Reason
功,I-Reason
能,I-Reason
不,I-Reason
全,I-Reason
的,O
患,O
者,O
低,B-Disease
血,I-Disease
糖,I-Disease
风,O
险,O
增,O
加,O
。,O
长,O
期,O
未,O
得,O
到,O
有,O
效,O
控,O
制,O
的,O
"
",O
糖,O
尿,O
病,O
患,O
者,O
可,O
能,O
在,O
正,O
常,O
的,O
血,B-Test
糖,I-Test
水,O
平,O
即,O
发,O
生,B-Disease
低,I-Disease
血,I-Disease
糖,I-Disease
反,O
应,O
。,O
脑,B-Disease
"
",I-Disease
损,I-Disease
伤,I-Disease
患,O
者,O
难,O
以,O
耐,O
受,O
1,B-Test_Value
0,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
5,I-Test_Value
.,I-Test_Value
6,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
以,O
下,O
的,O
血,B-Test
糖,I-Test
水,O
"
",O
平,O
。,O
需,O
要,O
警,O
惕,O
的,O
是,O
",",O
全,B-Operation
麻,I-Operation
镇,I-Operation
静,I-Operation
患,O
者,O
的,O
低,B-Disease
血,I-Disease
糖,I-Disease
症,O
状,O
可,O
能,O
被,O
掩,O
"
",O
盖,O
",",O
不,O
易,O
及,O
时,O
发,O
现,O
。,O
"
",O
3,B-Method
.,I-Method
静,I-Method
脉,I-Method
输,I-Method
注,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
的,O
患,O
者,O
血,B-Test
糖,I-Test
≤,B-Test_Value
1,I-Test_Value
0,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
5,I-Test_Value
.,I-Test_Value
6,I-Test_Value
"
",I-Test_Value
r,I-Test_Value
e,I-Test_Value
t,I-Test_Value
o,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
应,O
重,O
新,O
评,O
估,O
",",O
调,O
整,O
泵,O
速,O
。,O
血,B-Test_Value
糖,I-Test_Value
≤,I-Test_Value
7,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
3,I-Test_Value
.,I-Test_Value
9,I-Test_Value
"
",I-Test_Value
r,I-Test_Value
e,I-Test_Value
t,I-Test_Value
o,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
立,O
即,O
停,O
用,O
胰,B-Drug
岛,I-Drug
素,I-Drug
",",O
开,O
始,O
升,O
血,B-Test
糖,I-Test
处,O
理,O
[,O
1,O
’,O
1,O
⋯,O
。,O
可,O
进,O
食,O
的,O
"
",O
清,O
醒,O
患,O
者,O
立,O
即,O
口,B-Method
服,I-Method
1,B-Amount
0,I-Amount
~,I-Amount
2,I-Amount
5,I-Amount
9,I-Amount
快,O
速,O
吸,O
收,O
的,O
碳,B-Drug
水,I-Drug
化,I-Drug
合,I-Drug
物,I-Drug
(,I-Drug
如,I-Drug
含,I-Drug
糖,I-Drug
"
",I-Drug
饮,I-Drug
料,I-Drug
),I-Drug
",",O
不,O
能,O
口,O
服,O
的,O
静,B-Method
脉,I-Method
推,I-Method
注,I-Method
5,B-Drug
0,I-Drug
%,I-Drug
葡,I-Drug
萄,I-Drug
糖,I-Drug
2,B-Amount
0,I-Amount
~,I-Amount
5,I-Amount
0,I-Amount
 ,I-Amount
r,I-Amount
n,I-Amount
l,I-Amount
",",O
之,O
后,O
持,B-Method
"
",I-Method
续,I-Method
静,I-Method
脉,I-Method
点,I-Method
滴,I-Method
5,B-Drug
%,I-Drug
或,I-Drug
1,I-Drug
0,I-Drug
%,I-Drug
葡,I-Drug
萄,I-Drug
糖,I-Drug
维,O
持,O
血,B-Test
糖,I-Test
",",O
每,B-Frequency
5,I-Frequency
~,I-Frequency
1,I-Frequency
5,I-Frequency
分,I-Frequency
钟,I-Frequency
监,O
测,O
"
",O
一,O
次,O
直,O
至,O
血,B-Test_Value
糖,I-Test_Value
≥,I-Test_Value
1,I-Test_Value
0,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
5,I-Test_Value
.,I-Test_Value
6,I-Test_Value
 ,I-Test_Value
r,I-Test_Value
e,I-Test_Value
t,I-Test_Value
o,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
。,O
仔,O
细,O
筛,O
查,O
引,O
起,O
"
",O
低,B-Disease
血,I-Disease
糖,I-Disease
的,O
可,O
能,O
原,O
因,O
。,O
"
",O
血,B-Test
糖,I-Test
术,O
后,O
管,O
理,O
"
",O
术,O
后,O
早,O
期,O
管,O
理,O
"
",O
1,O
.,O
术,O
后,O
因,O
疼,B-Reason
痛,I-Reason
应,I-Reason
激,I-Reason
、,O
感,B-Reason
染,I-Reason
、,O
肠,B-Reason
内,I-Reason
外,I-Reason
营,I-Reason
养,I-Reason
液,I-Reason
输,I-Reason
注,I-Reason
",",O
是,O
血,B-Test
糖,I-Test
"
",O
波,O
动,O
的,O
高,O
危,O
时,O
期,O
",",O
也,O
是,O
血,B-Test
糖,I-Test
管,O
理,O
的,O
重,O
要,O
时,O
期,O
。,O
"
",O
2,O
.,O
术,O
中,O
持,B-Method
续,I-Method
静,I-Method
脉,I-Method
泵,I-Method
注,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
者,O
",",O
建,O
议,O
术,O
后,O
继,O
续,O
泵,B-Method
注,I-Method
2,O
4,O
"
",O
小,O
时,O
以,O
上,O
。,O
机,B-Treatment
械,I-Treatment
通,I-Treatment
气,I-Treatment
和,O
应,O
用,O
血,B-Drug
管,I-Drug
活,I-Drug
性,I-Drug
药,I-Drug
物,I-Drug
的,O
I,B-Disease
C,I-Disease
U,I-Disease
患,O
者,O
容,O
易,O
"
",O
出,O
现,O
血,B-Test
糖,I-Test
波,I-Test
动,I-Test
",",O
胰,B-Drug
岛,I-Drug
素,I-Drug
应,O
静,B-Method
脉,I-Method
泵,I-Method
注,I-Method
。,O
"
",O
3,O
.,O
病,B-Level
情,I-Level
稳,I-Level
定,I-Level
后,O
过,O
渡,O
到,O
皮,B-Method
下,I-Method
注,I-Method
射,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
。,O
根,O
据,O
过,O
渡,O
前,O
静,B-Method
"
",I-Method
脉,I-Method
泵,I-Method
速,I-Method
推,O
算,O
皮,B-Anatomy
下,I-Anatomy
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,O
量,O
。,O
皮,B-Method
下,I-Method
注,I-Method
射,I-Method
和,O
静,B-Method
脉,I-Method
泵,I-Method
注,I-Method
应,O
有,O
2,O
"
",O
小,O
时,O
左,O
右,O
的,O
重,O
叠,O
",",O
便,O
于,O
平,B-Level
稳,I-Level
过,I-Level
渡,I-Level
[,O
1,O
“,O
],O
。,O
积,O
极,O
预,O
防,O
术,B-Symptom
后,I-Symptom
恶,I-Symptom
心,I-Symptom
呕,I-Symptom
"
",I-Symptom
吐,I-Symptom
",",O
尽,O
早,O
恢,O
复,O
正,O
常,O
饮,O
食,O
",",O
根,O
据,O
进,O
食,O
情,O
况,O
逐,O
步,O
增,O
加,O
餐,B-Drug
前,I-Drug
短,I-Drug
效,I-Drug
胰,I-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
剂,O
量,O
。,O
"
",O
出,O
院,O
前,O
准,O
备,O
"
",O
1,O
.,O
长,B-Frequency
期,I-Frequency
胰,B-Drug
岛,I-Drug
素,I-Drug
治,O
疗,O
的,O
患,O
者,O
在,O
出,O
院,O
前,O
1,O
~,O
2,O
天,O
恢,O
复,O
原,O
有,O
"
",O
方,O
案,O
。,O
"
",O
2,O
.,O
饮,O
食,O
正,O
常,O
规,O
律,O
、,O
器,O
官,O
功,O
能,O
稳,O
定,O
后,O
",",O
如,O
无,O
禁,O
忌,O
证,O
",",O
可,O
恢,O
"
",O
复,O
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
。,O
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
在,O
肾,B-Test
功,I-Test
能,I-Test
稳,O
定,O
后,O
加,O
用,O
",",O
并,O
且,O
不,O
早,O
于,O
"
",O
术,O
后,O
4,O
8,O
小,O
时,O
[,O
4,O
|,O
。,O
"
",O
3,O
.,O
对,O
于,O
围,O
术,O
期,O
新,O
发,O
现,O
的,O
糖,B-Disease
尿,I-Disease
病,I-Disease
患,O
者,O
以,O
及,O
调,O
整,O
了,O
治,O
疗,O
方,O
"
",O
案,O
的,O
患,O
者,O
",",O
应,O
进,O
行,O
出,O
院,O
前,O
宣,O
教,O
",",O
安,O
排,O
内,O
分,O
泌,O
科,O
随,O
诊,O
。,O
"
",O
4,O
.,O
门,O
诊,O
手,O
术,O
术,O
后,O
监,O
测,O
直,O
至,O
排,O
除,O
低,B-Disease
血,I-Disease
糖,I-Disease
风,O
险,O
后,O
方,O
可,O
离,O
"
",O
院,O
。,O
皮,B-Method
下,I-Method
注,I-Method
射,I-Method
速,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
1,O
.,O
5,O
小,O
时,O
内,O
、,O
常,B-Drug
规,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
3,O
~,O
4,O
小,O
"
",O
时,O
内,O
有,O
发,O
生,O
低,B-Disease
血,I-Disease
糖,I-Disease
的,O
危,O
险,O
。,O
离,O
院,O
途,O
中,O
应,O
随,O
身,O
携,O
带,O
含,B-Drug
糖,I-Drug
饮,I-Drug
料,I-Drug
。,O
"
",O
常,O
规,O
降,O
糖,O
治,O
疗,O
需,O
推,O
迟,O
到,O
恢,O
复,O
正,O
常,O
饮,O
食,O
以,O
后,O
[,O
5,O
’,O
6,O
],O
。,O
"
",O
小,O
 ,O
结,O
"
",O
围,O
术,O
期,O
血,B-Test
糖,I-Test
管,O
理,O
对,O
于,O
减,O
少,O
血,B-Test
糖,I-Test
异,I-Test
常,I-Test
相,O
关,O
的,O
并,O
发,O
症,O
、,O
促,O
进,O
"
",O
患,O
者,O
术,O
后,O
快,O
速,O
康,O
复,O
、,O
改,O
善,O
手,O
术,O
患,O
者,O
预,O
后,O
具,O
有,O
重,O
要,O
意,O
义,O
。,O
术,O
前,O
"
",O
筛,O
查,O
糖,B-Test
化,I-Test
血,I-Test
红,I-Test
蛋,I-Test
白,I-Test
有,O
助,O
于,O
识,O
别,O
围,O
术,O
期,O
高,B-Disease
血,I-Disease
糖,I-Disease
相,I-Disease
关,I-Disease
不,I-Disease
良,I-Disease
事,I-Disease
件,I-Disease
"
",O
的,O
高,O
危,O
人,O
群,O
。,O
“,O
合,O
理,O
、,O
有,O
效,O
、,O
安,O
全,O
”,O
是,O
血,B-Test
糖,I-Test
管,O
理,O
的,O
宗,O
旨,O
",",O
围,O
术,O
期,O
"
",O
血,B-Test
糖,I-Test
目,O
标,O
值,O
定,O
为,O
1,B-Test_Value
4,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
7,I-Test_Value
.,I-Test_Value
8,I-Test_Value
 ,I-Test_Value
r,I-Test_Value
n,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
~,I-Test_Value
1,I-Test_Value
8,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
"
",I-Test_Value
(,I-Test_Value
1,I-Test_Value
0,I-Test_Value
.,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
兼,O
顾,O
了,O
血,B-Test
糖,I-Test
管,O
理,O
的,O
有,O
效,O
性,O
和,O
安,O
全,O
性,O
",",O
较,O
为,O
合,O
"
",O
理,O
。,O
血,B-Test_Value
糖,I-Test_Value
>,I-Test_Value
1,I-Test_Value
8,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
g,I-Test_Value
/,I-Test_Value
d,I-Test_Value
l,I-Test_Value
(,I-Test_Value
1,I-Test_Value
0,I-Test_Value
.,I-Test_Value
0,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),I-Test_Value
即,O
可,O
启,O
动,O
胰,B-Drug
岛,I-Drug
素,I-Drug
治,O
"
",O
疗,O
",",O
短,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
持,B-Method
续,I-Method
静,I-Method
脉,I-Method
泵,I-Method
注,I-Method
便,O
于,O
及,O
时,O
调,O
整,O
剂,O
量,O
",",O
减,O
少,O
血,B-Test
糖,I-Test
"
",I-Test
波,I-Test
动,I-Test
",",O
是,O
高,O
危,O
患,O
者,O
围,O
术,O
期,O
血,B-Test
糖,I-Test
控,O
制,O
的,O
首,O
选,O
方,O
案,O
。,O
严,O
密,O
监,B-Treatment
测,I-Treatment
血,I-Treatment
"
",I-Treatment
糖,I-Treatment
",",O
个,O
体,O
化,O
管,O
理,O
",",O
方,O
可,O
实,O
现,O
围,O
术,O
期,O
平,O
稳,O
过,O
渡,O
。,O
"
",O
医,O
学,O
科,O
学,O
院,O
北,O
京,O
协,O
和,O
医,O
院,O
麻,O
醉,O
科,O
),O
、,O
郭,O
向,O
阳,O
(,O
北,O
京,O
大,O
学,O
第,O
三,O
医,O
"
",O
院,O
麻,O
醉,O
科,O
),O
、,O
郭,O
政,O
(,O
山,O
西,O
医,O
科,O
大,O
学,O
),O
、,O
王,O
国,O
林,O
(,O
天,O
津,O
医,O
科,O
大,O
学,O
总,O
"
",O
医,O
院,O
麻,O
醉,O
科,O
),O
、,O
王,O
国,O
年,O
(,O
哈,O
尔,O
滨,O
医,O
科,O
大,O
学,O
附,O
属,O
肿,O
瘤,O
医,O
院,O
麻,O
醉,O
"
",O
科,O
),O
、,O
马,O
正,O
良,O
(,O
南,O
京,O
大,O
学,O
医,O
学,O
院,O
附,O
属,O
鼓,O
楼,O
医,O
院,O
麻,O
醉,O
科,O
),O
、,O
徐,O
世,O
元,O
"
",O
(,O
南,O
方,O
医,O
科,O
大,O
学,O
附,O
属,O
珠,O
江,O
医,O
院,O
麻,O
醉,O
科,O
),O
、,O
郑,O
宏,O
(,O
新,O
疆,O
医,O
科,O
大,O
学,O
"
",O
第,O
一,O
附,O
属,O
医,O
院,O
麻,O
醉,O
科,O
),O
"
",O
●,O
"
",O
